ID,Label,Degree
1597,Node1598,1
1598,Node1599,2
1599,Node1600,1
1600,Node1601,12
1601,Node1602,1
1602,Node1603,1
1603,Node1604,1
1604,Node1605,1
1605,Node1606,2
1606,Node1607,1
1607,Node1608,1
1608,Node1609,1
1609,Node1610,1
1610,Node1611,1
1611,Node1612,1
1612,Node1613,1
1613,Node1614,1
1614,Node1615,1
1615,Node1616,1
1616,Node1617,1
1617,Node1618,2
1618,Node1619,1
1619,Node1620,1
1620,Node1621,1
1621,Node1622,1
1622,Node1623,1
1623,Node1624,1
1624,Node1625,6
1625,Node1626,1
1626,Node1627,1
1627,Node1628,1
1628,Node1629,1
1629,Node1630,2
1630,Node1631,1
1631,Node1632,4
1632,Node1633,1
1633,Node1634,1
1634,Node1635,1
1635,Node1636,4
1636,Node1637,2
1637,Node1638,1
1638,Node1639,1
1639,Node1640,1
1640,Node1641,1
1641,Node1642,1
1642,Node1643,1
1643,Node1644,5
1644,Node1645,2
1645,Node1646,1
1646,Node1647,1
1647,Node1648,1
1648,Node1649,2
1649,Node1650,1
1650,Node1651,1
1651,Node1652,3
1652,Node1653,1
1653,Node1654,2
1654,Node1655,1
1655,Node1656,1
1656,Node1657,1
1657,Node1658,1
1658,Node1659,1
1659,Node1660,1
1660,Node1661,1
1661,Node1662,1
1662,Node1663,1
1663,Node1664,1
1664,Node1665,2
1665,Node1666,2
1666,Node1667,1
1667,Node1668,1
1668,Node1669,12
1669,Node1670,1
1670,Node1671,1
1671,Node1672,1
1672,Node1673,1
1673,Node1674,1
1674,Node1675,1
1675,Node1676,1
1676,Node1677,1
1677,Node1678,1
1678,Node1679,1
1679,Node1680,1
1680,Node1681,1
1681,Node1682,1
1682,Node1683,3
1683,Node1684,1
1684,Node1685,1
1685,Node1686,1
1686,Node1687,1
1687,Node1688,4
1688,Node1689,1
1689,Node1690,1
1690,Node1691,1
1691,Node1692,1
1692,Node1693,1
1693,Node1694,1
1694,Node1695,2
1695,Node1696,1
1696,Node1697,1
1697,Node1698,1
1698,Node1699,1
1699,Node1700,1
1700,Node1701,1
1701,Node1702,1
1702,Node1703,1
1703,Node1704,1
1704,Node1705,1
1705,Node1706,1
1706,Node1707,1
1707,Node1708,1
1708,Node1709,3
1709,Node1710,2
1710,Node1711,5
1711,Node1712,2
1712,Node1713,1
1713,Node1714,1
1714,Node1715,1
1715,Node1716,4
1716,Node1717,1
1717,Node1718,1
1718,Node1719,1
1719,Node1720,2
1720,Node1721,1
1721,Node1722,1
1722,Node1723,1
1723,Node1724,1
1724,Node1725,1
1725,Node1726,1
1726,Node1727,1
1727,Node1728,1
1728,Node1729,1
1729,Node1730,3
1730,Node1731,3
1731,Node1732,1
1732,Node1733,2
1733,Node1734,2
1734,Node1735,1
1735,Node1736,1
1736,Node1737,1
1737,Node1738,2
1738,Node1739,1
1739,Node1740,2
1740,Node1741,1
1741,Node1742,1
1742,Node1743,2
1743,Node1744,1
1744,Node1745,1
1745,Node1746,1
1746,Node1747,1
1747,Node1748,1
1748,Node1749,1
1749,Node1750,1
1750,Node1751,1
1751,Node1752,1
1752,Node1753,1
1753,Node1754,1
1754,Node1755,1
1755,Node1756,1
1756,Node1757,2
1757,Node1758,1
1758,Node1759,1
1759,Node1760,1
1760,Node1761,1
1761,Node1762,1
1762,Node1763,2
1763,Node1764,1
1764,Node1765,1
1765,Node1766,1
1766,Node1767,2
1767,Node1768,1
1768,Node1769,1
1769,Node1770,1
1770,Node1771,3
1771,Node1772,1
1772,Node1773,1
1773,Node1774,1
1774,Node1775,1
1775,Node1776,1
1776,Node1777,1
1777,Node1778,1
1778,Node1779,7
1779,Node1780,1
1780,Node1781,73
1781,Node1782,2
1782,Node1783,1
1783,Node1784,1
1784,Node1785,2
1785,Node1786,1
1786,Node1787,3
1787,Node1788,1
1788,Node1789,1
1789,Node1790,1
1790,Node1791,3
1791,Node1792,2
1792,Node1793,7
1793,Node1794,1
1794,Node1795,2
1795,Node1796,25
1796,Node1797,1
1797,Node1798,1
1798,Node1799,1
1799,Node1800,1
1800,Node1801,1
1801,Node1802,3
1802,Node1803,1
1803,Node1804,6
1804,Node1805,1
1805,Node1806,1
1806,Node1807,1
1807,Node1808,1
1808,Node1809,1
1809,Node1810,3
1810,Node1811,1
1811,Node1812,1
1812,Node1813,2
1813,Node1814,1
1814,Node1815,1
1815,Node1816,2
1816,Node1817,2
1817,Node1818,1
1818,Node1819,1
1819,Node1820,1
1820,Node1821,1
1821,Node1822,2
1822,Node1823,1
1823,Node1824,1
1824,Node1825,3
1825,Node1826,1
1826,Node1827,1
1827,Node1828,1
1828,Node1829,1
1829,Node1830,2
1830,Node1831,1
1831,Node1832,5
1832,Node1833,1
1833,Node1834,3
1834,Node1835,5
1835,Node1836,1
1836,Node1837,1
1837,Node1838,1
1838,Node1839,2
1839,Node1840,1
1840,Node1841,5
1841,Node1842,2
1842,Node1843,1
1843,Node1844,3
1844,Node1845,3
1845,Node1846,1
1846,Node1847,1
1847,Node1848,2
1848,Node1849,1
1849,Node1850,1
1850,Node1851,2
1851,Node1852,10
1852,Node1853,1
1853,Node1854,1
1854,Node1855,2
1855,Node1856,1
1856,Node1857,1
1857,Node1858,5
1858,Node1859,8
1859,Node1860,1
1860,Node1861,1
1861,Node1862,1
1862,Node1863,8
1863,Node1864,1
1864,Node1865,1
1865,Node1866,1
1866,Node1867,1
1867,Node1868,1
1868,Node1869,1
1869,Node1870,1
1870,Node1871,7
1871,Node1872,1
1872,Node1873,1
1873,Node1874,1
1874,Node1875,1
1875,Node1876,3
1876,Node1877,1
1877,Node1878,1
1878,Node1879,4
1879,Node1880,1
1880,Node1881,1
1881,Node1882,1
1882,Node1883,1
1883,Node1884,2
1884,Node1885,1
1885,Node1886,1
1886,Node1887,1
1887,Node1888,4
1888,Node1889,1
1889,Node1890,8
1890,Node1891,1
1891,Node1892,1
1892,Node1893,1
1893,Node1894,1
1894,Node1895,1
1895,Node1896,1
1896,Node1897,1
1897,Node1898,1
1898,Node1899,1
1899,Node1900,1
1900,Node1901,2
1901,Node1902,1
1902,Node1903,1
1903,Node1904,1
1904,Node1905,1
1905,Node1906,1
1906,Node1907,1
1907,Node1908,1
1908,Node1909,1
1909,Node1910,1
1910,Node1911,1
1911,Node1912,1
1912,Node1913,2
1913,Node1914,1
1914,Node1915,6
1915,Node1916,1
1916,Node1917,1
1917,Node1918,1
1918,Node1919,1
1919,Node1920,1
1920,Node1921,1
1921,Node1922,1
1922,Node1923,1
1923,Node1924,1
1924,Node1925,1
1925,Node1926,1
1926,Node1927,1
1927,Node1928,1
1928,Node1929,1
1929,Node1930,1
1930,Node1931,12
1931,Node1932,1
1932,Node1933,2
1933,Node1934,1
1934,Node1935,1
1935,Node1936,1
1936,Node1937,4
1937,Node1938,149
1938,Node1939,3
1939,Node1940,1
1940,Node1941,1
1941,Node1942,3
1942,Node1943,1
1943,Node1944,1
1944,Node1945,1
1945,Node1946,1
1946,Node1947,1
1947,Node1948,1
1948,Node1949,3
1949,Node1950,1
1950,Node1951,2
1951,Node1952,2
1952,Node1953,2
1953,Node1954,1
1954,Node1955,1
1955,Node1956,3
1956,Node1957,1
1957,Node1958,1
1958,Node1959,1
1959,Node1960,2
1960,Node1961,1
1961,Node1962,2
1962,Node1963,1
1963,Node1964,1
1964,Node1965,5
1965,Node1966,1
1966,Node1967,1
1967,Node1968,4
1968,Node1969,1
1969,Node1970,3
1970,Node1971,1
1971,Node1972,2
1972,Node1973,1
1973,Node1974,1
1974,Node1975,1
1975,Node1976,1
1976,Node1977,1
1977,Node1978,1
1978,Node1979,5
1979,Node1980,3
1980,Node1981,5
1981,Node1982,1
1982,Node1983,1
1983,Node1984,1
1984,Node1985,4
1985,Node1986,1
1986,Node1987,1
1987,Node1988,1
1988,Node1989,1
1989,Node1990,3
1990,Node1991,2
1991,Node1992,1
1992,Node1993,1
1993,Node1994,1
1994,Node1995,1
1995,Node1996,5
1996,Node1997,1
1997,Node1998,1
1998,Node1999,1
1999,Node2000,1
2000,Node2001,1
2001,Node2002,1
2002,Node2003,1
2003,Node2004,1
2004,Node2005,1
2005,Node2006,1
2006,Node2007,3
2007,Node2008,1
2008,Node2009,2
2009,Node2010,1
2010,Node2011,1
2011,Node2012,1
2012,Node2013,1
2013,Node2014,1
2014,Node2015,1
2015,Node2016,1
2016,Node2017,1
2017,Node2018,1
2018,Node2019,2
2019,Node2020,2
2020,Node2021,1
2021,Node2022,17
2022,Node2023,1
2023,Node2024,1
2024,Node2025,2
2025,Node2026,1
2026,Node2027,2
2027,Node2028,1
2028,Node2029,1
2029,Node2030,1
2030,Node2031,1
2031,Node2032,1
2032,Node2033,1
2033,Node2034,1
2034,Node2035,1
2035,Node2036,1
2036,Node2037,1
2037,Node2038,1
2038,Node2039,1
2039,Node2040,1
2040,Node2041,3
2041,Node2042,2
2042,Node2043,1
2043,Node2044,1
2044,Node2045,1
2045,Node2046,1
2046,Node2047,1
2047,Node2048,1
2048,Node2049,1
2049,Node2050,2
2050,Node2051,2
2051,Node2052,2
2052,Node2053,1
2053,Node2054,2
2054,Node2055,1
2055,Node2056,1
2056,Node2057,1
2057,Node2058,1
2058,Node2059,1
2059,Node2060,2
2060,Node2061,1
2061,Node2062,1
2062,Node2063,2
2063,Node2064,3
2064,Node2065,1
2065,Node2066,1
2066,Node2067,4
2067,Node2068,1
2068,Node2069,1
2069,Node2070,1
2070,Node2071,1
2071,Node2072,3
2072,Node2073,1
2073,Node2074,1
2074,Node2075,2
2075,Node2076,1
2076,Node2077,1
2077,Node2078,4
2078,Node2079,1
2079,Node2080,1
2080,Node2081,1
2081,Node2082,2
2082,Node2083,4
2083,Node2084,2
2084,Node2085,1
2085,Node2086,1
2086,Node2087,1
2087,Node2088,1
2088,Node2089,1
2089,Node2090,1
2090,Node2091,1
2091,Node2092,1
2092,Node2093,1
2093,Node2094,1
2094,Node2095,1
2095,Node2096,1
2096,Node2097,1
2097,Node2098,1
2098,Node2099,1
2099,Node2100,1
2100,Node2101,1
2101,Node2102,1
2102,Node2103,1
2103,Node2104,1
2104,Node2105,1
2105,Node2106,1
2106,Node2107,1
2107,Node2108,2
2108,Node2109,1
2109,Node2110,1
2110,Node2111,4
2111,Node2112,1
2112,Node2113,5
2113,Node2114,1
2114,Node2115,1
2115,Node2116,1
2116,Node2117,2
2117,Node2118,1
2118,Node2119,3
2119,Node2120,1
2120,Node2121,1
2121,Node2122,1
2122,Node2123,3
2123,Node2124,1
2124,Node2125,1
2125,Node2126,2
2126,Node2127,1
2127,Node2128,2
2128,Node2129,1
2129,Node2130,4
2130,Node2131,1
2131,Node2132,1
2132,Node2133,1
2133,Node2134,1
2134,Node2135,1
2135,Node2136,12
2136,Node2137,1
2137,Node2138,3
2138,Node2139,1
2139,Node2140,4
2140,Node2141,1
2141,Node2142,1
2142,Node2143,1
2143,Node2144,1
2144,Node2145,1
2145,Node2146,1
2146,Node2147,1
2147,Node2148,1
2148,Node2149,1
2149,Node2150,1
2150,Node2151,1
2151,Node2152,1
2152,Node2153,1
2153,Node2154,1
2154,Node2155,2
2155,Node2156,1
2156,Node2157,2
2157,Node2158,1
2158,Node2159,3
2159,Node2160,3
2160,Node2161,1
2161,Node2162,1
2162,Node2163,2
2163,Node2164,1
2164,Node2165,1
2165,Node2166,1
2166,Node2167,1
2167,Node2168,16
2168,Node2169,2
2169,Node2170,1
2170,Node2171,1
2171,Node2172,3
2172,Node2173,1
2173,Node2174,4
2174,Node2175,1
2175,Node2176,1
2176,Node2177,5
2177,Node2178,1
2178,Node2179,1
2179,Node2180,2
2180,Node2181,4
2181,Node2182,1
2182,Node2183,2
2183,Node2184,1
2184,Node2185,2
2185,Node2186,1
2186,Node2187,1
2187,Node2188,1
2188,Node2189,1
2189,Node2190,1
2190,Node2191,1
2191,Node2192,2
2192,Node2193,1
2193,Node2194,1
2194,Node2195,1
2195,Node2196,1
2196,Node2197,3
2197,Node2198,1
2198,Node2199,6
2199,Node2200,1
2200,Node2201,1
2201,Node2202,1
2202,Node2203,1
2203,Node2204,1
2204,Node2205,2
2205,Node2206,2
2206,Node2207,1
2207,Node2208,1
2208,Node2209,1
2209,Node2210,1
2210,Node2211,1
2211,Node2212,2
2212,Node2213,1
2213,Node2214,1
2214,Node2215,1
2215,Node2216,1
2216,Node2217,1
2217,Node2218,45
2218,Node2219,1
2219,Node2220,1
2220,Node2221,1
2221,Node2222,1
2222,Node2223,5
2223,Node2224,1
2224,Node2225,1
2225,Node2226,1
2226,Node2227,1
2227,Node2228,2
2228,Node2229,1
2229,Node2230,1
2230,Node2231,1
2231,Node2232,2
2232,Node2233,1
2233,Node2234,1
2234,Node2235,1
2235,Node2236,3
2236,Node2237,1
2237,Node2238,1
2238,Node2239,1
2239,Node2240,1
2240,Node2241,1
2241,Node2242,1
2242,Node2243,2
2243,Node2244,1
2244,Node2245,1
2245,Node2246,1
2246,Node2247,2
2247,Node2248,2
2248,Node2249,3
2249,Node2250,3
2250,Node2251,1
2251,Node2252,1
2252,Node2253,1
2253,Node2254,2
2254,Node2255,2
2255,Node2256,1
2256,Node2257,1
2257,Node2258,1
2258,Node2259,2
2259,Node2260,1
2260,Node2261,1
2261,Node2262,1
2262,Node2263,1
2263,Node2264,1
2264,Node2265,1
2265,Node2266,1
2266,Node2267,1
2267,Node2268,1
2268,Node2269,1
2269,Node2270,1
2270,Node2271,1
2271,Node2272,1
2272,Node2273,1
2273,Node2274,1
2274,Node2275,1
2275,Node2276,7
2276,Node2277,1
2277,Node2278,2
2278,Node2279,2
2279,Node2280,3
2280,Node2281,1
2281,Node2282,1
2282,Node2283,2
2283,Node2284,1
2284,Node2285,2
2285,Node2286,1
2286,Node2287,13
2287,Node2288,1
2288,Node2289,1
2289,Node2290,2
2290,Node2291,2
2291,Node2292,6
2292,Node2293,1
2293,Node2294,1
2294,Node2295,5
2295,Node2296,2
2296,Node2297,6
2297,Node2298,1
2298,Node2299,1
2299,Node2300,3
2300,Node2301,1
2301,Node2302,1
2302,Node2303,1
2303,Node2304,1
2304,Node2305,1
2305,Node2306,15
2306,Node2307,1
2307,Node2308,1
2308,Node2309,1
2309,Node2310,1
2310,Node2311,5
2311,Node2312,1
2312,Node2313,1
2313,Node2314,1
2314,Node2315,1
2315,Node2316,1
2316,Node2317,1
2317,Node2318,2
2318,Node2319,4
2319,Node2320,1
2320,Node2321,1
2321,Node2322,2
2322,Node2323,1
2323,Node2324,1
2324,Node2325,1
2325,Node2326,3
2326,Node2327,1
2327,Node2328,1
2328,Node2329,1
2329,Node2330,1
2330,Node2331,1
2331,Node2332,1
2332,Node2333,1
2333,Node2334,2
2334,Node2335,12
2335,Node2336,15
2336,Node2337,1
2337,Node2338,1
2338,Node2339,1
2339,Node2340,3
2340,Node2341,1
2341,Node2342,1
2342,Node2343,4
2343,Node2344,1
2344,Node2345,1
2345,Node2346,1
2346,Node2347,1
2347,Node2348,1
2348,Node2349,4
2349,Node2350,1
2350,Node2351,1
2351,Node2352,1
2352,Node2353,1
2353,Node2354,1
2354,Node2355,1
2355,Node2356,1
2356,Node2357,1
2357,Node2358,1
2358,Node2359,1
2359,Node2360,1
2360,Node2361,1
2361,Node2362,1
2362,Node2363,1
2363,Node2364,2
2364,Node2365,5
2365,Node2366,1
2366,Node2367,1
2367,Node2368,1
2368,Node2369,2
2369,Node2370,1
2370,Node2371,2
2371,Node2372,1
2372,Node2373,2
2373,Node2374,1
2374,Node2375,1
2375,Node2376,1
2376,Node2377,1
2377,Node2378,1
2378,Node2379,20
2379,Node2380,2
2380,Node2381,2
2381,Node2382,2
2382,Node2383,4
2383,Node2384,1
2384,Node2385,1
2385,Node2386,2
2386,Node2387,1
2387,Node2388,1
2388,Node2389,1
2389,Node2390,4
2390,Node2391,1
2391,Node2392,2
2392,Node2393,1
2393,Node2394,1
2394,Node2395,1
2395,Node2396,1
2396,Node2397,1
2397,Node2398,1
2398,Node2399,1
2399,Node2400,3
2400,Node2401,1
2401,Node2402,1
2402,Node2403,3
2403,Node2404,3
2404,Node2405,1
2405,Node2406,1
2406,Node2407,1
2407,Node2408,3
2408,Node2409,1
2409,Node2410,6
2410,Node2411,1
2411,Node2412,1
2412,Node2413,1
2413,Node2414,1
2414,Node2415,1
2415,Node2416,1
2416,Node2417,2
2417,Node2418,1
2418,Node2419,3
2419,Node2420,1
2420,Node2421,1
2421,Node2422,1
2422,Node2423,1
2423,Node2424,1
2424,Node2425,1
2425,Node2426,1
2426,Node2427,1
2427,Node2428,1
2428,Node2429,1
2429,Node2430,1
2430,Node2431,1
2431,Node2432,1
2432,Node2433,1
2433,Node2434,1
2434,Node2435,2
2435,Node2436,1
2436,Node2437,1
2437,Node2438,1
2438,Node2439,1
2439,Node2440,1
2440,Node2441,1
2441,Node2442,1
2442,Node2443,1
2443,Node2444,1
2444,Node2445,1
2445,Node2446,1
2446,Node2447,2
2447,Node2448,4
2448,Node2449,1
2449,Node2450,1
2450,Node2451,1
2451,Node2452,2
2452,Node2453,1
2453,Node2454,1
2454,Node2455,2
2455,Node2456,1
2456,Node2457,3
2457,Node2458,1
2458,Node2459,1
2459,Node2460,1
2460,Node2461,1
2461,Node2462,2
2462,Node2463,1
2463,Node2464,1
2464,Node2465,1
2465,Node2466,1
2466,Node2467,4
2467,Node2468,1
2468,Node2469,1
2469,Node2470,7
2470,Node2471,1
2471,Node2472,1
2472,Node2473,3
2473,Node2474,2
2474,Node2475,5
2475,Node2476,1
2476,Node2477,1
2477,Node2478,1
2478,Node2479,1
2479,Node2480,1
2480,Node2481,1
2481,Node2482,1
2482,Node2483,3
2483,Node2484,1
2484,Node2485,1
2485,Node2486,1
2486,Node2487,14
2487,Node2488,3
2488,Node2489,2
2489,Node2490,1
2490,Node2491,1
2491,Node2492,1
2492,Node2493,1
2493,Node2494,1
2494,Node2495,1
2495,Node2496,1
2496,Node2497,2
2497,Node2498,6
2498,Node2499,1
2499,Node2500,1
2500,Node2501,5
2501,Node2502,4
2502,Node2503,6
2503,Node2504,1
2504,Node2505,1
2505,Node2506,1
2506,Node2507,1
2507,Node2508,5
2508,Node2509,1
2509,Node2510,1
2510,Node2511,1
2511,Node2512,1
2512,Node2513,2
2513,Node2514,1
2514,Node2515,1
2515,Node2516,1
2516,Node2517,1
2517,Node2518,1
2518,Node2519,1
2519,Node2520,1
2520,Node2521,2
2521,Node2522,1
2522,Node2523,1
2523,Node2524,1
2524,Node2525,1
2525,Node2526,1
2526,Node2527,1
2527,Node2528,2
2528,Node2529,1
2529,Node2530,1
2530,Node2531,1
2531,Node2532,1
2532,Node2533,1
2533,Node2534,2
2534,Node2535,1
2535,Node2536,1
2536,Node2537,6
2537,Node2538,3
2538,Node2539,1
2539,Node2540,1
2540,Node2541,1
2541,Node2542,4
2542,Node2543,1
2543,Node2544,1
2544,Node2545,2
2545,Node2546,1
2546,Node2547,1
2547,Node2548,1
2548,Node2549,1
2549,Node2550,1
2550,Node2551,2
2551,Node2552,1
2552,Node2553,1
2553,Node2554,2
2554,Node2555,1
2555,Node2556,1
2556,Node2557,7
2557,Node2558,1
2558,Node2559,2
2559,Node2560,1
2560,Node2561,1
2561,Node2562,1
2562,Node2563,1
2563,Node2564,2
2564,Node2565,1
2565,Node2566,1
2566,Node2567,1
2567,Node2568,1
2568,Node2569,1
2569,Node2570,1
2570,Node2571,1
2571,Node2572,2
2572,Node2573,1
2573,Node2574,4
2574,Node2575,1
2575,Node2576,1
2576,Node2577,1
2577,Node2578,1
2578,Node2579,3
2579,Node2580,1
2580,Node2581,1
2581,Node2582,1
2582,Node2583,1
2583,Node2584,1
2584,Node2585,2
2585,Node2586,6
2586,Node2587,1
2587,Node2588,1
2588,Node2589,1
2589,Node2590,1
2590,Node2591,1
2591,Node2592,1
2592,Node2593,1
2593,Node2594,2
2594,Node2595,1
2595,Node2596,1
2596,Node2597,2
2597,Node2598,1
2598,Node2599,1
2599,Node2600,1
2600,Node2601,1
2601,Node2602,2
2602,Node2603,3
2603,Node2604,1
2604,Node2605,1
2605,Node2606,1
2606,Node2607,1
2607,Node2608,1
2608,Node2609,1
2609,Node2610,6
2610,Node2611,2
2611,Node2612,2
2612,Node2613,6
2613,Node2614,4
2614,Node2615,1
2615,Node2616,1
2616,Node2617,1
2617,Node2618,2
2618,Node2619,1
2619,Node2620,1
2620,Node2621,1
2621,Node2622,3
2622,Node2623,1
2623,Node2624,1
2624,Node2625,2
2625,Node2626,1
2626,Node2627,1
2627,Node2628,1
2628,Node2629,1
2629,Node2630,1
2630,Node2631,11
2631,Node2632,1
2632,Node2633,5
2633,Node2634,1
2634,Node2635,1
2635,Node2636,1
2636,Node2637,1
2637,Node2638,1
2638,Node2639,1
2639,Node2640,2
2640,Node2641,1
2641,Node2642,1
2642,Node2643,1
2643,Node2644,1
2644,Node2645,1
2645,Node2646,2
2646,Node2647,4
2647,Node2648,1
2648,Node2649,1
2649,Node2650,16
2650,Node2651,1
2651,Node2652,1
2652,Node2653,1
2653,Node2654,1
2654,Node2655,1
2655,Node2656,1
2656,Node2657,1
2657,Node2658,1
2658,Node2659,1
2659,Node2660,1
2660,Node2661,1
2661,Node2662,1
2662,Node2663,2
2663,Node2664,2
2664,Node2665,1
2665,Node2666,1
2666,Node2667,1
2667,Node2668,2
2668,Node2669,1
2669,Node2670,1
2670,Node2671,1
2671,Node2672,1
2672,Node2673,1
2673,Node2674,1
2674,Node2675,1
2675,Node2676,2
2676,Node2677,1
2677,Node2678,3
2678,Node2679,28
2679,Node2680,1
2680,Node2681,3
2681,Node2682,1
2682,Node2683,1
2683,Node2684,2
2684,Node2685,1
2685,Node2686,1
2686,Node2687,1
2687,Node2688,1
2688,Node2689,1
2689,Node2690,1
2690,Node2691,1
2691,Node2692,1
2692,Node2693,1
2693,Node2694,1
2694,Node2695,2
2695,Node2696,2
2696,Node2697,1
2697,Node2698,1
2698,Node2699,1
2699,Node2700,1
2700,Node2701,14
2701,Node2702,1
2702,Node2703,1
2703,Node2704,2
2704,Node2705,1
2705,Node2706,1
2706,Node2707,1
2707,Node2708,2
2708,Node2709,1
2709,Node2710,1
2710,Node2711,1
2711,Node2712,2
2712,Node2713,1
2713,Node2714,1
2714,Node2715,1
2715,Node2716,1
2716,Node2717,1
2717,Node2718,1
2718,Node2719,1
2719,Node2720,1
2720,Node2721,1
2721,Node2722,1
2722,Node2723,1
2723,Node2724,2
2724,Node2725,2
2725,Node2726,1
2726,Node2727,1
2727,Node2728,1
2728,Node2729,2
2729,Node2730,2
2730,Node2731,1
2731,Node2732,1
2732,Node2733,1
2733,Node2734,1
2734,Node2735,1
2735,Node2736,1
2736,Node2737,4
2737,Node2738,3
2738,Node2739,21
2739,Node2740,1
2740,Node2741,1
2741,Node2742,4
2742,Node2743,1
2743,Node2744,1
2744,Node2745,2
2745,Node2746,1
2746,Node2747,1
2747,Node2748,1
2748,Node2749,1
2749,Node2750,1
2750,Node2751,1
2751,Node2752,1
2752,Node2753,1
2753,Node2754,1
2754,Node2755,1
2755,Node2756,1
2756,Node2757,1
2757,Node2758,1
2758,Node2759,1
2759,Node2760,1
2760,Node2761,1
2761,Node2762,1
2762,Node2763,1
2763,Node2764,1
2764,Node2765,1
2765,Node2766,1
2766,Node2767,3
2767,Node2768,5
2768,Node2769,1
2769,Node2770,3
2770,Node2771,1
2771,Node2772,1
2772,Node2773,1
2773,Node2774,1
2774,Node2775,1
2775,Node2776,1
2776,Node2777,1
2777,Node2778,2
2778,Node2779,1
2779,Node2780,1
2780,Node2781,3
2781,Node2782,1
2782,Node2783,3
2783,Node2784,3
2784,Node2785,1
2785,Node2786,1
2786,Node2787,1
2787,Node2788,1
2788,Node2789,1
2789,Node2790,25
2790,Node2791,1
2791,Node2792,1
2792,Node2793,38
2793,Node2794,1
2794,Node2795,1
2795,Node2796,1
2796,Node2797,1
2797,Node2798,1
2798,Node2799,2
2799,Node2800,1
2800,Node2801,1
2801,Node2802,1
2802,Node2803,3
2803,Node2804,1
2804,Node2805,1
2805,Node2806,1
2806,Node2807,1
2807,Node2808,1
2808,Node2809,2
2809,Node2810,1
2810,Node2811,3
2811,Node2812,1
2812,Node2813,1
2813,Node2814,1
2814,Node2815,1
2815,Node2816,1
2816,Node2817,1
2817,Node2818,1
2818,Node2819,1
2819,Node2820,1
2820,Node2821,1
2821,Node2822,1
2822,Node2823,2
2823,Node2824,1
2824,Node2825,1
2825,Node2826,1
2826,Node2827,1
2827,Node2828,3
2828,Node2829,9
2829,Node2830,1
2830,Node2831,1
2831,Node2832,1
2832,Node2833,1
2833,Node2834,1
2834,Node2835,1
2835,Node2836,1
2836,Node2837,2
2837,Node2838,1
2838,Node2839,1
2839,Node2840,1
2840,Node2841,6
2841,Node2842,1
2842,Node2843,1
2843,Node2844,1
2844,Node2845,1
2845,Node2846,3
2846,Node2847,1
2847,Node2848,1
2848,Node2849,1
2849,Node2850,1
2850,Node2851,3
2851,Node2852,1
2852,Node2853,1
2853,Node2854,1
2854,Node2855,1
2855,Node2856,1
2856,Node2857,1
2857,Node2858,2
2858,Node2859,1
2859,Node2860,1
2860,Node2861,1
2861,Node2862,1
2862,Node2863,1
2863,Node2864,2
2864,Node2865,2
2865,Node2866,1
2866,Node2867,2
2867,Node2868,2
2868,Node2869,1
2869,Node2870,1
2870,Node2871,1
2871,Node2872,1
2872,Node2873,1
2873,Node2874,1
2874,Node2875,1
2875,Node2876,1
2876,Node2877,2
2877,Node2878,2
2878,Node2879,3
2879,Node2880,1
2880,Node2881,1
2881,Node2882,2
2882,Node2883,1
2883,Node2884,1
2884,Node2885,1
2885,Node2886,10
2886,Node2887,7
2887,Node2888,1
2888,Node2889,1
2889,Node2890,3
2890,Node2891,1
2891,Node2892,1
2892,Node2893,1
2893,Node2894,9
2894,Node2895,1
2895,Node2896,2
2896,Node2897,2
2897,Node2898,3
2898,Node2899,4
2899,Node2900,1
2900,Node2901,1
2901,Node2902,1
2902,Node2903,1
2903,Node2904,1
2904,Node2905,1
2905,Node2906,1
2906,Node2907,1
2907,Node2908,1
2908,Node2909,3
2909,Node2910,1
2910,Node2911,2
2911,Node2912,1
2912,Node2913,1
2913,Node2914,1
2914,Node2915,1
2915,Node2916,1
2916,Node2917,2
2917,Node2918,1
2918,Node2919,1
2919,Node2920,1
2920,Node2921,2
2921,Node2922,1
2922,Node2923,1
2923,Node2924,1
2924,Node2925,1
2925,Node2926,1
2926,Node2927,1
2927,Node2928,1
2928,Node2929,1
2929,Node2930,1
2930,Node2931,1
2931,Node2932,3
2932,Node2933,1
2933,Node2934,1
2934,Node2935,1
2935,Node2936,1
2936,Node2937,1
2937,Node2938,2
2938,Node2939,5
2939,Node2940,1
2940,Node2941,1
2941,Node2942,1
2942,Node2943,2
2943,Node2944,2
2944,Node2945,1
2945,Node2946,1
2946,Node2947,2
2947,Node2948,1
2948,Node2949,1
2949,Node2950,3
2950,Node2951,1
2951,Node2952,1
2952,Node2953,1
2953,Node2954,2
2954,Node2955,1
2955,Node2956,1
2956,Node2957,1
2957,Node2958,1
2958,Node2959,2
2959,Node2960,1
2960,Node2961,2
2961,Node2962,1
2962,Node2963,1
2963,Node2964,1
2964,Node2965,2
2965,Node2966,3
2966,Node2967,1
2967,Node2968,1
2968,Node2969,1
2969,Node2970,1
2970,Node2971,1
2971,Node2972,1
2972,Node2973,2
2973,Node2974,1
2974,Node2975,2
2975,Node2976,1
2976,Node2977,1
2977,Node2978,1
2978,Node2979,22
2979,Node2980,1
2980,Node2981,1
2981,Node2982,1
2982,Node2983,1
2983,Node2984,1
2984,Node2985,2
2985,Node2986,1
2986,Node2987,2
2987,Node2988,1
2988,Node2989,1
2989,Node2990,1
2990,Node2991,1
2991,Node2992,1
2992,Node2993,1
2993,Node2994,1
2994,Node2995,2
2995,Node2996,1
