Source,Target,ID,Label,Interval,Weight,Type
504,940,942,,,1,Directed
505,3642,943,,,1,Directed
506,3286,944,,,1,Directed
507,3062,945,,,1,Directed
509,975,946,,,1,Directed
511,2606,947,,,1,Directed
512,2305,948,,,1,Directed
512,1937,949,,,1,Directed
513,1842,950,,,1,Directed
514,2235,951,,,1,Directed
515,3661,952,,,1,Directed
517,3263,953,,,1,Directed
519,3362,954,,,1,Directed
520,3006,955,,,1,Directed
521,1365,956,,,1,Directed
522,2978,957,,,1,Directed
523,3536,958,,,1,Directed
525,1629,959,,,1,Directed
526,1505,960,,,1,Directed
527,3690,961,,,1,Directed
527,3942,962,,,1,Directed
528,686,963,,,1,Directed
529,1409,964,,,1,Directed
529,1937,965,,,1,Directed
530,1457,966,,,1,Directed
532,1765,967,,,1,Directed
532,1366,968,,,1,Directed
533,3369,969,,,1,Directed
534,1299,970,,,1,Directed
535,1795,971,,,1,Directed
536,2127,972,,,1,Directed
537,2893,973,,,1,Directed
538,645,974,,,1,Directed
539,3701,975,,,1,Directed
540,2040,976,,,1,Directed
541,2543,977,,,1,Directed
542,1947,978,,,1,Directed
543,1600,979,,,1,Directed
545,3858,980,,,1,Directed
545,3149,981,,,1,Directed
546,2676,982,,,1,Directed
548,1730,983,,,1,Directed
549,1780,984,,,1,Directed
550,3295,985,,,1,Directed
550,2269,986,,,1,Directed
551,1819,987,,,1,Directed
552,3726,988,,,1,Directed
553,3726,989,,,1,Directed
554,2649,990,,,1,Directed
554,1489,991,,,1,Directed
554,843,992,,,1,Directed
555,2736,993,,,1,Directed
557,1409,994,,,1,Directed
558,1086,995,,,1,Directed
559,3006,996,,,1,Directed
559,3262,997,,,1,Directed
559,3507,998,,,1,Directed
560,2507,999,,,1,Directed
561,3273,1000,,,1,Directed
562,3726,1001,,,1,Directed
563,1494,1002,,,1,Directed
565,3942,1003,,,1,Directed
566,3263,1004,,,1,Directed
567,2840,1005,,,1,Directed
568,2929,1006,,,1,Directed
569,990,1007,,,1,Directed
570,3384,1008,,,1,Directed
571,2412,1009,,,1,Directed
572,3476,1010,,,1,Directed
573,1848,1011,,,1,Directed
574,671,1012,,,1,Directed
574,2792,1013,,,1,Directed
575,2978,1014,,,1,Directed
576,2738,1015,,,1,Directed
577,1400,1016,,,1,Directed
577,3683,1017,,,1,Directed
578,844,1018,,,1,Directed
580,1627,1019,,,1,Directed
581,1937,1020,,,1,Directed
583,2630,1021,,,1,Directed
584,1780,1022,,,1,Directed
586,1181,1023,,,1,Directed
587,1631,1024,,,1,Directed
588,2678,1025,,,1,Directed
588,3006,1026,,,1,Directed
589,2741,1027,,,1,Directed
589,3287,1028,,,1,Directed
591,3607,1029,,,1,Directed
591,763,1030,,,1,Directed
591,2842,1031,,,1,Directed
591,943,1032,,,1,Directed
591,2936,1033,,,1,Directed
592,3726,1034,,,1,Directed
593,3268,1035,,,1,Directed
593,3958,1036,,,1,Directed
593,2536,1037,,,1,Directed
593,2398,1038,,,1,Directed
594,3869,1039,,,1,Directed
594,1509,1040,,,1,Directed
595,3263,1041,,,1,Directed
596,1937,1042,,,1,Directed
597,1605,1043,,,1,Directed
598,1937,1044,,,1,Directed
598,763,1045,,,1,Directed
599,3005,1046,,,1,Directed
600,2167,1047,,,1,Directed
601,1144,1048,,,1,Directed
601,2792,1049,,,1,Directed
601,3726,1050,,,1,Directed
602,3897,1051,,,1,Directed
603,2738,1052,,,1,Directed
604,3243,1053,,,1,Directed
605,1558,1054,,,1,Directed
606,3867,1055,,,1,Directed
608,3537,1056,,,1,Directed
609,2537,1057,,,1,Directed
610,1807,1058,,,1,Directed
610,1331,1059,,,1,Directed
610,1108,1060,,,1,Directed
610,1551,1061,,,1,Directed
610,1231,1062,,,1,Directed
611,2497,1063,,,1,Directed
612,3217,1064,,,1,Directed
613,1716,1065,,,1,Directed
614,735,1066,,,1,Directed
615,3109,1067,,,1,Directed
616,2551,1068,,,1,Directed
617,3828,1069,,,1,Directed
618,2632,1070,,,1,Directed
619,3717,1071,,,1,Directed
620,1287,1072,,,1,Directed
621,2765,1073,,,1,Directed
622,1937,1074,,,1,Directed
624,1472,1075,,,1,Directed
625,2609,1076,,,1,Directed
627,1834,1077,,,1,Directed
628,3367,1078,,,1,Directed
628,2550,1079,,,1,Directed
629,3364,1080,,,1,Directed
630,1937,1081,,,1,Directed
631,645,1082,,,1,Directed
632,3853,1083,,,1,Directed
633,3346,1084,,,1,Directed
634,2284,1085,,,1,Directed
636,2463,1086,,,1,Directed
636,2384,1087,,,1,Directed
637,3942,1088,,,1,Directed
637,2024,1089,,,1,Directed
638,3744,1090,,,1,Directed
639,721,1091,,,1,Directed
642,1836,1092,,,1,Directed
643,3407,1093,,,1,Directed
643,1420,1094,,,1,Directed
644,2279,1095,,,1,Directed
644,3041,1096,,,1,Directed
644,2789,1097,,,1,Directed
644,3387,1098,,,1,Directed
645,1938,1099,,,1,Directed
645,3531,1100,,,1,Directed
645,2914,1101,,,1,Directed
645,1937,1102,,,1,Directed
645,3833,1103,,,1,Directed
646,1624,1104,,,1,Directed
647,1479,1105,,,1,Directed
648,3920,1106,,,1,Directed
649,2139,1107,,,1,Directed
650,862,1108,,,1,Directed
651,2217,1109,,,1,Directed
652,3411,1110,,,1,Directed
653,3559,1111,,,1,Directed
654,2109,1112,,,1,Directed
654,2735,1113,,,1,Directed
655,2177,1114,,,1,Directed
655,746,1115,,,1,Directed
655,3787,1116,,,1,Directed
655,2379,1117,,,1,Directed
656,753,1118,,,1,Directed
657,1293,1119,,,1,Directed
658,3081,1120,,,1,Directed
658,733,1121,,,1,Directed
659,3607,1122,,,1,Directed
660,1930,1123,,,1,Directed
660,3946,1124,,,1,Directed
660,3942,1125,,,1,Directed
660,2217,1126,,,1,Directed
661,3570,1127,,,1,Directed
661,2695,1128,,,1,Directed
662,2989,1129,,,1,Directed
663,2295,1130,,,1,Directed
664,3511,1131,,,1,Directed
665,2360,1132,,,1,Directed
666,3517,1133,,,1,Directed
667,3900,1134,,,1,Directed
668,3363,1135,,,1,Directed
669,2741,1136,,,1,Directed
671,1858,1137,,,1,Directed
671,3474,1138,,,1,Directed
671,2592,1139,,,1,Directed
671,3729,1140,,,1,Directed
672,2378,1141,,,1,Directed
674,2060,1142,,,1,Directed
675,2446,1143,,,1,Directed
676,1664,1144,,,1,Directed
677,1600,1145,,,1,Directed
678,2382,1146,,,1,Directed
679,720,1147,,,1,Directed
679,2021,1148,,,1,Directed
680,3006,1149,,,1,Directed
681,3759,1150,,,1,Directed
682,3726,1151,,,1,Directed
682,3283,1152,,,1,Directed
683,1231,1153,,,1,Directed
684,2497,1154,,,1,Directed
684,1872,1155,,,1,Directed
684,3684,1156,,,1,Directed
685,2502,1157,,,1,Directed
687,1643,1158,,,1,Directed
688,1779,1159,,,1,Directed
692,921,1160,,,1,Directed
693,1456,1161,,,1,Directed
693,1475,1162,,,1,Directed
694,1347,1163,,,1,Directed
696,1788,1164,,,1,Directed
697,1713,1165,,,1,Directed
698,939,1166,,,1,Directed
700,918,1167,,,1,Directed
701,3267,1168,,,1,Directed
702,1050,1169,,,1,Directed
702,2917,1170,,,1,Directed
702,1857,1171,,,1,Directed
702,3161,1172,,,1,Directed
703,838,1173,,,1,Directed
704,3263,1174,,,1,Directed
705,3384,1175,,,1,Directed
706,3717,1176,,,1,Directed
707,750,1177,,,1,Directed
708,2597,1178,,,1,Directed
710,1628,1179,,,1,Directed
711,1113,1180,,,1,Directed
712,961,1181,,,1,Directed
713,1609,1182,,,1,Directed
715,2550,1183,,,1,Directed
716,3010,1184,,,1,Directed
717,1348,1185,,,1,Directed
718,3244,1186,,,1,Directed
719,2792,1187,,,1,Directed
720,1080,1188,,,1,Directed
720,3498,1189,,,1,Directed
720,3092,1190,,,1,Directed
720,2844,1191,,,1,Directed
720,3531,1192,,,1,Directed
720,1097,1193,,,1,Directed
720,2344,1194,,,1,Directed
720,2789,1195,,,1,Directed
720,3038,1196,,,1,Directed
720,1687,1197,,,1,Directed
720,3881,1198,,,1,Directed
720,3179,1199,,,1,Directed
720,2563,1200,,,1,Directed
720,2037,1201,,,1,Directed
720,1937,1202,,,1,Directed
720,1018,1203,,,1,Directed
722,2678,1204,,,1,Directed
722,3300,1205,,,1,Directed
722,3092,1206,,,1,Directed
723,1418,1207,,,1,Directed
724,1409,1208,,,1,Directed
724,3534,1209,,,1,Directed
725,2792,1210,,,1,Directed
726,1003,1211,,,1,Directed
726,755,1212,,,1,Directed
727,1123,1213,,,1,Directed
728,3334,1214,,,1,Directed
729,1496,1215,,,1,Directed
730,3287,1216,,,1,Directed
730,3726,1217,,,1,Directed
730,3694,1218,,,1,Directed
730,1937,1219,,,1,Directed
732,992,1220,,,1,Directed
733,2501,1221,,,1,Directed
734,3942,1222,,,1,Directed
736,3905,1223,,,1,Directed
737,3979,1224,,,1,Directed
738,3730,1225,,,1,Directed
739,1117,1226,,,1,Directed
740,3505,1227,,,1,Directed
742,3251,1228,,,1,Directed
743,2629,1229,,,1,Directed
744,3970,1230,,,1,Directed
745,1167,1231,,,1,Directed
746,1348,1232,,,1,Directed
747,1481,1233,,,1,Directed
749,3788,1234,,,1,Directed
750,2250,1235,,,1,Directed
750,1056,1236,,,1,Directed
751,819,1237,,,1,Directed
752,2828,1238,,,1,Directed
753,2029,1239,,,1,Directed
753,1516,1240,,,1,Directed
753,2397,1241,,,1,Directed
753,3608,1242,,,1,Directed
753,1332,1243,,,1,Directed
753,2342,1244,,,1,Directed
753,2508,1245,,,1,Directed
753,1667,1246,,,1,Directed
754,3803,1247,,,1,Directed
755,3906,1248,,,1,Directed
755,2737,1249,,,1,Directed
755,1844,1250,,,1,Directed
755,2738,1251,,,1,Directed
756,1231,1252,,,1,Directed
757,1963,1253,,,1,Directed
758,2378,1254,,,1,Directed
759,1778,1255,,,1,Directed
760,1937,1256,,,1,Directed
760,3407,1257,,,1,Directed
761,1708,1258,,,1,Directed
762,3149,1259,,,1,Directed
763,3749,1260,,,1,Directed
763,1344,1261,,,1,Directed
763,3127,1262,,,1,Directed
763,2160,1263,,,1,Directed
763,1528,1264,,,1,Directed
764,2173,1265,,,1,Directed
766,3741,1266,,,1,Directed
767,2318,1267,,,1,Directed
769,3900,1268,,,1,Directed
770,3726,1269,,,1,Directed
771,3452,1270,,,1,Directed
771,861,1271,,,1,Directed
771,3240,1272,,,1,Directed
772,2296,1273,,,1,Directed
774,1409,1274,,,1,Directed
775,3363,1275,,,1,Directed
776,1629,1276,,,1,Directed
777,2664,1277,,,1,Directed
777,2792,1278,,,1,Directed
778,1557,1279,,,1,Directed
779,3407,1280,,,1,Directed
780,2104,1281,,,1,Directed
781,3006,1282,,,1,Directed
782,2305,1283,,,1,Directed
782,1048,1284,,,1,Directed
783,3022,1285,,,1,Directed
785,1937,1286,,,1,Directed
787,2588,1287,,,1,Directed
787,2500,1288,,,1,Directed
788,1406,1289,,,1,Directed
789,2810,1290,,,1,Directed
790,807,1291,,,1,Directed
791,2649,1292,,,1,Directed
792,3303,1293,,,1,Directed
793,1533,1294,,,1,Directed
794,3581,1295,,,1,Directed
795,2275,1296,,,1,Directed
796,1948,1297,,,1,Directed
797,1497,1298,,,1,Directed
798,3126,1299,,,1,Directed
798,1457,1300,,,1,Directed
798,3937,1301,,,1,Directed
799,3437,1302,,,1,Directed
800,2522,1303,,,1,Directed
801,1656,1304,,,1,Directed
801,2846,1305,,,1,Directed
802,3070,1306,,,1,Directed
803,1224,1307,,,1,Directed
804,3991,1308,,,1,Directed
805,1691,1309,,,1,Directed
806,3407,1310,,,1,Directed
807,3006,1311,,,1,Directed
807,1365,1312,,,1,Directed
807,1513,1313,,,1,Directed
807,3841,1314,,,1,Directed
807,3726,1315,,,1,Directed
807,1780,1316,,,1,Directed
807,1937,1317,,,1,Directed
807,3354,1318,,,1,Directed
807,1967,1319,,,1,Directed
807,2877,1320,,,1,Directed
808,1159,1321,,,1,Directed
809,3531,1322,,,1,Directed
810,3131,1323,,,1,Directed
811,2334,1324,,,1,Directed
812,1054,1325,,,1,Directed
813,2053,1326,,,1,Directed
813,3949,1327,,,1,Directed
814,2502,1328,,,1,Directed
814,3726,1329,,,1,Directed
815,1617,1330,,,1,Directed
815,1281,1331,,,1,Directed
816,1363,1332,,,1,Directed
816,3416,1333,,,1,Directed
816,1469,1334,,,1,Directed
817,2840,1335,,,1,Directed
818,2610,1336,,,1,Directed
819,2622,1337,,,1,Directed
820,3942,1338,,,1,Directed
821,3006,1339,,,1,Directed
822,2122,1340,,,1,Directed
822,2114,1341,,,1,Directed
823,3726,1342,,,1,Directed
823,3634,1343,,,1,Directed
823,3942,1344,,,1,Directed
824,1209,1345,,,1,Directed
825,2334,1346,,,1,Directed
826,3943,1347,,,1,Directed
827,3001,1348,,,1,Directed
828,3263,1349,,,1,Directed
828,2474,1350,,,1,Directed
828,1487,1351,,,1,Directed
829,2242,1352,,,1,Directed
830,1535,1353,,,1,Directed
831,2486,1354,,,1,Directed
832,3726,1355,,,1,Directed
833,3260,1356,,,1,Directed
834,3726,1357,,,1,Directed
834,1852,1358,,,1,Directed
835,2434,1359,,,1,Directed
835,2180,1360,,,1,Directed
837,1416,1361,,,1,Directed
838,3583,1362,,,1,Directed
839,1497,1363,,,1,Directed
840,2981,1364,,,1,Directed
841,1495,1365,,,1,Directed
842,1016,1366,,,1,Directed
843,2389,1367,,,1,Directed
844,3971,1368,,,1,Directed
844,3661,1369,,,1,Directed
844,3717,1370,,,1,Directed
844,947,1371,,,1,Directed
844,3117,1372,,,1,Directed
844,1792,1373,,,1,Directed
846,1510,1374,,,1,Directed
847,2421,1375,,,1,Directed
848,1810,1376,,,1,Directed
848,3253,1377,,,1,Directed
848,1937,1378,,,1,Directed
848,1201,1379,,,1,Directed
848,2738,1380,,,1,Directed
848,1387,1381,,,1,Directed
849,2319,1382,,,1,Directed
851,1795,1383,,,1,Directed
852,2063,1384,,,1,Directed
853,1019,1385,,,1,Directed
856,3745,1386,,,1,Directed
856,3050,1387,,,1,Directed
856,1979,1388,,,1,Directed
856,2380,1389,,,1,Directed
856,2432,1390,,,1,Directed
856,3061,1391,,,1,Directed
858,2028,1392,,,1,Directed
859,2488,1393,,,1,Directed
860,1231,1394,,,1,Directed
863,3661,1395,,,1,Directed
864,2266,1396,,,1,Directed
865,3006,1397,,,1,Directed
866,1584,1398,,,1,Directed
867,3513,1399,,,1,Directed
867,2678,1400,,,1,Directed
868,1838,1401,,,1,Directed
870,2533,1402,,,1,Directed
871,2713,1403,,,1,Directed
873,1971,1404,,,1,Directed
874,1839,1405,,,1,Directed
875,2407,1406,,,1,Directed
876,2376,1407,,,1,Directed
877,3726,1408,,,1,Directed
878,3753,1409,,,1,Directed
879,3696,1410,,,1,Directed
880,1069,1411,,,1,Directed
881,980,1412,,,1,Directed
882,2792,1413,,,1,Directed
883,3022,1414,,,1,Directed
884,2556,1415,,,1,Directed
885,1650,1416,,,1,Directed
886,2755,1417,,,1,Directed
888,1806,1418,,,1,Directed
889,1173,1419,,,1,Directed
890,3852,1420,,,1,Directed
891,3018,1421,,,1,Directed
892,3516,1422,,,1,Directed
893,1495,1423,,,1,Directed
894,3429,1424,,,1,Directed
895,1399,1425,,,1,Directed
897,1795,1426,,,1,Directed
900,3747,1427,,,1,Directed
900,3726,1428,,,1,Directed
901,2071,1429,,,1,Directed
902,1803,1430,,,1,Directed
903,2567,1431,,,1,Directed
903,1006,1432,,,1,Directed
903,3080,1433,,,1,Directed
903,2514,1434,,,1,Directed
903,2621,1435,,,1,Directed
903,1870,1436,,,1,Directed
903,1365,1437,,,1,Directed
903,1624,1438,,,1,Directed
904,3057,1439,,,1,Directed
905,3364,1440,,,1,Directed
906,3190,1441,,,1,Directed
907,2473,1442,,,1,Directed
908,2103,1443,,,1,Directed
909,3133,1444,,,1,Directed
910,3255,1445,,,1,Directed
911,2991,1446,,,1,Directed
912,2137,1447,,,1,Directed
913,1495,1448,,,1,Directed
914,1495,1449,,,1,Directed
914,3942,1450,,,1,Directed
914,3898,1451,,,1,Directed
915,2159,1452,,,1,Directed
916,3006,1453,,,1,Directed
917,2700,1454,,,1,Directed
917,1889,1455,,,1,Directed
917,1592,1456,,,1,Directed
917,3006,1457,,,1,Directed
918,2052,1458,,,1,Directed
918,1937,1459,,,1,Directed
919,3407,1460,,,1,Directed
920,984,1461,,,1,Directed
921,2378,1462,,,1,Directed
921,3942,1463,,,1,Directed
921,3025,1464,,,1,Directed
921,3006,1465,,,1,Directed
921,2036,1466,,,1,Directed
921,1208,1467,,,1,Directed
921,2705,1468,,,1,Directed
922,1846,1469,,,1,Directed
923,2969,1470,,,1,Directed
923,2409,1471,,,1,Directed
924,3588,1472,,,1,Directed
924,3006,1473,,,1,Directed
925,2783,1474,,,1,Directed
926,3086,1475,,,1,Directed
927,3569,1476,,,1,Directed
929,1843,1477,,,1,Directed
929,1319,1478,,,1,Directed
929,2167,1479,,,1,Directed
929,3867,1480,,,1,Directed
930,2944,1481,,,1,Directed
931,2792,1482,,,1,Directed
931,3083,1483,,,1,Directed
932,2230,1484,,,1,Directed
933,2539,1485,,,1,Directed
934,1071,1486,,,1,Directed
935,1795,1487,,,1,Directed
937,2129,1488,,,1,Directed
937,2159,1489,,,1,Directed
938,3066,1490,,,1,Directed
938,3263,1491,,,1,Directed
938,3243,1492,,,1,Directed
939,1709,1493,,,1,Directed
941,3478,1494,,,1,Directed
943,3856,1495,,,1,Directed
944,2310,1496,,,1,Directed
945,3399,1497,,,1,Directed
945,3615,1498,,,1,Directed
946,1653,1499,,,1,Directed
947,1434,1500,,,1,Directed
947,2978,1501,,,1,Directed
947,1585,1502,,,1,Directed
947,3867,1503,,,1,Directed
947,3942,1504,,,1,Directed
947,3485,1505,,,1,Directed
947,1824,1506,,,1,Directed
948,2465,1507,,,1,Directed
948,2923,1508,,,1,Directed
949,1073,1509,,,1,Directed
950,1685,1510,,,1,Directed
951,2373,1511,,,1,Directed
953,2363,1512,,,1,Directed
953,3237,1513,,,1,Directed
953,3379,1514,,,1,Directed
953,3573,1515,,,1,Directed
955,1781,1516,,,1,Directed
955,3714,1517,,,1,Directed
956,2835,1518,,,1,Directed
957,2858,1519,,,1,Directed
958,1930,1520,,,1,Directed
959,2335,1521,,,1,Directed
960,2204,1522,,,1,Directed
962,2628,1523,,,1,Directed
963,3403,1524,,,1,Directed
963,3241,1525,,,1,Directed
963,1021,1526,,,1,Directed
963,1780,1527,,,1,Directed
963,1669,1528,,,1,Directed
964,2222,1529,,,1,Directed
964,1996,1530,,,1,Directed
965,3799,1531,,,1,Directed
966,2063,1532,,,1,Directed
966,1853,1533,,,1,Directed
967,2979,1534,,,1,Directed
968,1495,1535,,,1,Directed
969,2093,1536,,,1,Directed
969,3985,1537,,,1,Directed
969,3563,1538,,,1,Directed
971,2738,1539,,,1,Directed
972,1624,1540,,,1,Directed
973,3531,1541,,,1,Directed
974,3592,1542,,,1,Directed
976,3354,1543,,,1,Directed
976,3090,1544,,,1,Directed
976,2127,1545,,,1,Directed
977,1248,1546,,,1,Directed
978,1291,1547,,,1,Directed
979,3320,1548,,,1,Directed
981,1231,1549,,,1,Directed
982,3942,1550,,,1,Directed
983,1203,1551,,,1,Directed
983,1034,1552,,,1,Directed
984,1281,1553,,,1,Directed
984,2474,1554,,,1,Directed
984,2889,1555,,,1,Directed
984,3565,1556,,,1,Directed
985,2733,1557,,,1,Directed
986,1707,1558,,,1,Directed
987,3942,1559,,,1,Directed
988,1822,1560,,,1,Directed
989,1830,1561,,,1,Directed
989,1862,1562,,,1,Directed
991,3652,1563,,,1,Directed
992,3407,1564,,,1,Directed
992,1780,1565,,,1,Directed
993,3258,1566,,,1,Directed
994,3717,1567,,,1,Directed
994,3661,1568,,,1,Directed
994,1266,1569,,,1,Directed
995,3878,1570,,,1,Directed
996,3077,1571,,,1,Directed
997,1937,1572,,,1,Directed
998,2828,1573,,,1,Directed
998,3726,1574,,,1,Directed
999,3235,1575,,,1,Directed
1000,2938,1576,,,1,Directed
1001,2090,1577,,,1,Directed
1001,1858,1578,,,1,Directed
1002,2378,1579,,,1,Directed
1003,3661,1580,,,1,Directed
1004,3006,1581,,,1,Directed
1005,1327,1582,,,1,Directed
1006,3332,1583,,,1,Directed
1006,3006,1584,,,1,Directed
1006,3480,1585,,,1,Directed
1006,2587,1586,,,1,Directed
1007,3551,1587,,,1,Directed
1008,2447,1588,,,1,Directed
1009,1231,1589,,,1,Directed
1009,2469,1590,,,1,Directed
1009,3492,1591,,,1,Directed
1009,1086,1592,,,1,Directed
1009,1937,1593,,,1,Directed
1010,1565,1594,,,1,Directed
1011,3633,1595,,,1,Directed
1012,2594,1596,,,1,Directed
1012,2809,1597,,,1,Directed
1012,2305,1598,,,1,Directed
1013,1155,1599,,,1,Directed
1014,3022,1600,,,1,Directed
1015,2442,1601,,,1,Directed
1017,2796,1602,,,1,Directed
1018,1206,1603,,,1,Directed
1020,1937,1604,,,1,Directed
1022,1465,1605,,,1,Directed
1023,1937,1606,,,1,Directed
1024,2018,1607,,,1,Directed
1024,2541,1608,,,1,Directed
1025,1693,1609,,,1,Directed
1026,1645,1610,,,1,Directed
1027,3862,1611,,,1,Directed
1029,2814,1612,,,1,Directed
1029,1482,1613,,,1,Directed
1029,1937,1614,,,1,Directed
1030,3942,1615,,,1,Directed
1031,2897,1616,,,1,Directed
1033,3744,1617,,,1,Directed
1034,3407,1618,,,1,Directed
1034,3460,1619,,,1,Directed
1034,2771,1620,,,1,Directed
1034,3378,1621,,,1,Directed
1035,2137,1622,,,1,Directed
1036,1205,1623,,,1,Directed
1037,1264,1624,,,1,Directed
1038,2934,1625,,,1,Directed
1039,3006,1626,,,1,Directed
1040,1998,1627,,,1,Directed
1041,2021,1628,,,1,Directed
1042,1870,1629,,,1,Directed
1044,3980,1630,,,1,Directed
1044,2079,1631,,,1,Directed
1045,1280,1632,,,1,Directed
1045,3374,1633,,,1,Directed
1045,3498,1634,,,1,Directed
1047,1402,1635,,,1,Directed
1047,1188,1636,,,1,Directed
1049,1234,1637,,,1,Directed
1051,1218,1638,,,1,Directed
1052,1477,1639,,,1,Directed
1054,3092,1640,,,1,Directed
1054,1780,1641,,,1,Directed
1055,3621,1642,,,1,Directed
1057,3325,1643,,,1,Directed
1058,1703,1644,,,1,Directed
1059,3767,1645,,,1,Directed
1059,1249,1646,,,1,Directed
1060,1875,1647,,,1,Directed
1061,3325,1648,,,1,Directed
1062,2619,1649,,,1,Directed
1062,1948,1650,,,1,Directed
1063,3300,1651,,,1,Directed
1064,3962,1652,,,1,Directed
1064,3895,1653,,,1,Directed
1065,1937,1654,,,1,Directed
1066,1780,1655,,,1,Directed
1067,3384,1656,,,1,Directed
1068,3773,1657,,,1,Directed
1069,2906,1658,,,1,Directed
1069,2382,1659,,,1,Directed
1070,2578,1660,,,1,Directed
1071,2931,1661,,,1,Directed
1072,3062,1662,,,1,Directed
1072,2305,1663,,,1,Directed
1073,3677,1664,,,1,Directed
1074,1557,1665,,,1,Directed
1075,1495,1666,,,1,Directed
1076,1949,1667,,,1,Directed
1077,2777,1668,,,1,Directed
1077,1937,1669,,,1,Directed
1078,3278,1670,,,1,Directed
1080,2878,1671,,,1,Directed
1080,1479,1672,,,1,Directed
1080,1720,1673,,,1,Directed
1081,3274,1674,,,1,Directed
1082,3035,1675,,,1,Directed
1083,1833,1676,,,1,Directed
1083,3120,1677,,,1,Directed
1083,3155,1678,,,1,Directed
1084,1937,1679,,,1,Directed
1084,2414,1680,,,1,Directed
1085,1897,1681,,,1,Directed
1086,3507,1682,,,1,Directed
1086,3826,1683,,,1,Directed
1087,3497,1684,,,1,Directed
1087,1503,1685,,,1,Directed
1088,3491,1686,,,1,Directed
1089,2456,1687,,,1,Directed
1089,3360,1688,,,1,Directed
1090,1668,1689,,,1,Directed
1091,3302,1690,,,1,Directed
1092,2938,1691,,,1,Directed
1093,3942,1692,,,1,Directed
1094,3917,1693,,,1,Directed
1098,2133,1694,,,1,Directed
1098,3463,1695,,,1,Directed
1099,2908,1696,,,1,Directed
1101,2348,1697,,,1,Directed
1102,2807,1698,,,1,Directed
1103,3498,1699,,,1,Directed
1105,1409,1700,,,1,Directed
1106,1941,1701,,,1,Directed
1107,1258,1702,,,1,Directed
1107,3383,1703,,,1,Directed
1109,2166,1704,,,1,Directed
1110,1232,1705,,,1,Directed
1111,3026,1706,,,1,Directed
1111,2630,1707,,,1,Directed
1111,3789,1708,,,1,Directed
1112,3662,1709,,,1,Directed
1114,2194,1710,,,1,Directed
1114,3387,1711,,,1,Directed
1116,2082,1712,,,1,Directed
1118,1646,1713,,,1,Directed
1118,1390,1714,,,1,Directed
1118,3290,1715,,,1,Directed
1118,3809,1716,,,1,Directed
1118,3494,1717,,,1,Directed
1118,1639,1718,,,1,Directed
1118,1635,1719,,,1,Directed
1118,2021,1720,,,1,Directed
1118,2486,1721,,,1,Directed
1118,3401,1722,,,1,Directed
1119,1683,1723,,,1,Directed
1119,1227,1724,,,1,Directed
1120,1213,1725,,,1,Directed
1120,2204,1726,,,1,Directed
1120,2135,1727,,,1,Directed
1120,2547,1728,,,1,Directed
1120,2377,1729,,,1,Directed
1120,3194,1730,,,1,Directed
1120,1892,1731,,,1,Directed
1120,1935,1732,,,1,Directed
1120,1130,1733,,,1,Directed
1120,2474,1734,,,1,Directed
1121,3740,1735,,,1,Directed
1121,3653,1736,,,1,Directed
1122,3877,1737,,,1,Directed
1122,1336,1738,,,1,Directed
1122,1759,1739,,,1,Directed
1122,3319,1740,,,1,Directed
1123,3354,1741,,,1,Directed
1123,3939,1742,,,1,Directed
1124,3006,1743,,,1,Directed
1124,2573,1744,,,1,Directed
1125,2119,1745,,,1,Directed
1126,3726,1746,,,1,Directed
1128,2226,1747,,,1,Directed
1131,2899,1748,,,1,Directed
1132,3998,1749,,,1,Directed
1132,3006,1750,,,1,Directed
1133,3318,1751,,,1,Directed
1134,3821,1752,,,1,Directed
1134,3808,1753,,,1,Directed
1134,3407,1754,,,1,Directed
1136,3877,1755,,,1,Directed
1137,1177,1756,,,1,Directed
1137,2678,1757,,,1,Directed
1138,3306,1758,,,1,Directed
1139,3929,1759,,,1,Directed
1141,2630,1760,,,1,Directed
1142,3942,1761,,,1,Directed
1143,2249,1762,,,1,Directed
1145,2428,1763,,,1,Directed
1147,3717,1764,,,1,Directed
1147,3872,1765,,,1,Directed
1148,1936,1766,,,1,Directed
1148,1259,1767,,,1,Directed
1149,2918,1768,,,1,Directed
1150,1780,1769,,,1,Directed
1151,3407,1770,,,1,Directed
1152,1247,1771,,,1,Directed
1153,2011,1772,,,1,Directed
1154,2457,1773,,,1,Directed
1155,1486,1774,,,1,Directed
1156,3334,1775,,,1,Directed
1157,3092,1776,,,1,Directed
1158,2783,1777,,,1,Directed
1158,3990,1778,,,1,Directed
1158,2241,1779,,,1,Directed
1159,3346,1780,,,1,Directed
1160,3531,1781,,,1,Directed
1162,2623,1782,,,1,Directed
1162,3092,1783,,,1,Directed
1163,3722,1784,,,1,Directed
1164,2800,1785,,,1,Directed
1165,3942,1786,,,1,Directed
1166,3149,1787,,,1,Directed
1168,2115,1788,,,1,Directed
1168,2135,1789,,,1,Directed
1169,2582,1790,,,1,Directed
1171,3264,1791,,,1,Directed
1172,3340,1792,,,1,Directed
1172,1856,1793,,,1,Directed
1174,3022,1794,,,1,Directed
1175,1834,1795,,,1,Directed
1178,1409,1796,,,1,Directed
1178,2286,1797,,,1,Directed
1178,1296,1798,,,1,Directed
1178,2335,1799,,,1,Directed
1180,1936,1800,,,1,Directed
1181,2217,1801,,,1,Directed
1181,1778,1802,,,1,Directed
1181,1795,1803,,,1,Directed
1181,3149,1804,,,1,Directed
1181,3942,1805,,,1,Directed
